nm_servico,tipo_compra,quantidade_captada,vl_preco
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,1,86.0
Banho,AQUISIÇÃO,1,77.0
Banho,AQUISIÇÃO,1,59.0
Fisioterapia,AQUISIÇÃO,1,96.0
Acupuntura,AQUISIÇÃO,1,130.0
Acupuntura,AQUISIÇÃO,1,130.0
Fisioterapia,AQUISIÇÃO,1,160.0
Fisioterapia,AQUISIÇÃO,1,101.0
Fisioterapia,AQUISIÇÃO,8,198.0
Fisioterapia,AQUISIÇÃO,8,175.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,46.0
Acupuntura,AQUISIÇÃO,1,118.0
Acupuntura,AQUISIÇÃO,1,153.0
Banho,AQUISIÇÃO,1,135.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,186.0
Banho,AQUISIÇÃO,1,47.0
Banho,AQUISIÇÃO,1,56.0
Banho,AQUISIÇÃO,1,58.0
Banho,AQUISIÇÃO,1,66.0
Banho,AQUISIÇÃO,1,66.0
Banho,AQUISIÇÃO,1,109.9
Banho,AQUISIÇÃO,4,69.5
Banho,RENOVAÇÃO,2,62.0
Banho,AQUISIÇÃO,1,52.0
Banho,RENOVAÇÃO,1,52.0
Banho,RENOVAÇÃO,1,52.0
Banho,RENOVAÇÃO,1,52.0
Banho,RENOVAÇÃO,1,52.0
Banho,AQUISIÇÃO,1,52.0
Banho,RENOVAÇÃO,2,62.0
Banho,AQUISIÇÃO,2,62.0
Banho,RENOVAÇÃO,2,62.0
Banho,RENOVAÇÃO,2,62.0
Fisioterapia,AQUISIÇÃO,1,118.0
Banho,AQUISIÇÃO,1,98.0
Fisioterapia,AQUISIÇÃO,1,154.5
Banho,RENOVAÇÃO,1,52.0
Banho,RENOVAÇÃO,1,52.0
Fisioterapia,RENOVAÇÃO,4,138.0
Fisioterapia,AQUISIÇÃO,4,138.0
Fisioterapia,AQUISIÇÃO,8,219.0
Banho,AQUISIÇÃO,1,98.0
Fisioterapia,AQUISIÇÃO,1,160.0
Banho,AQUISIÇÃO,1,74.0
Banho,AQUISIÇÃO,2,66.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,86.66
Fisioterapia,AQUISIÇÃO,1,123.0
Fisioterapia,AQUISIÇÃO,1,138.0
Acupuntura,AQUISIÇÃO,2,153.0
Fisioterapia,AQUISIÇÃO,12,219.0
Banho,AQUISIÇÃO,1,74.0
Banho,AQUISIÇÃO,1,74.0
Banho,AQUISIÇÃO,2,47.0
Fisioterapia,AQUISIÇÃO,1,96.0
Acupuntura,AQUISIÇÃO,1,96.0
Banho,RENOVAÇÃO,2,99.0
Banho,AQUISIÇÃO,2,99.0
Banho,RENOVAÇÃO,1,43.0
Banho,RENOVAÇÃO,1,114.0
Banho,RENOVAÇÃO,1,102.0
Banho,AQUISIÇÃO,1,43.0
Banho,AQUISIÇÃO,1,102.0
Banho,AQUISIÇÃO,1,66.0
Fisioterapia,AQUISIÇÃO,1,92.0
Acupuntura,AQUISIÇÃO,1,92.0
Banho,AQUISIÇÃO,1,79.2
Banho,AQUISIÇÃO,1,79.2
Banho,AQUISIÇÃO,1,79.2
Banho,AQUISIÇÃO,1,99.0
Banho,AQUISIÇÃO,1,99.0
Fisioterapia,AQUISIÇÃO,1,132.0
Banho,AQUISIÇÃO,4,66.0
Fisioterapia,AQUISIÇÃO,1,139.0
Fisioterapia,AQUISIÇÃO,1,154.0
Acupuntura,AQUISIÇÃO,4,87.5
Banho,AQUISIÇÃO,1,114.0
Banho,AQUISIÇÃO,1,98.0
Fisioterapia,AQUISIÇÃO,4,186.0
Fisioterapia,AQUISIÇÃO,8,135.0
Banho,RENOVAÇÃO,4,66.0
Banho,AQUISIÇÃO,1,102.0
Banho,AQUISIÇÃO,1,78.0
Banho,AQUISIÇÃO,1,78.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,1,99.0
Banho,AQUISIÇÃO,1,96.9
Acupuntura,AQUISIÇÃO,1,107.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,2,63.0
Fisioterapia,AQUISIÇÃO,1,138.0
Banho,AQUISIÇÃO,1,77.0
Banho,AQUISIÇÃO,2,119.0
Banho,AQUISIÇÃO,1,89.9
Acupuntura,AQUISIÇÃO,1,153.0
Fisioterapia,AQUISIÇÃO,1,160.0
Fisioterapia,AQUISIÇÃO,4,124.0
Fisioterapia,AQUISIÇÃO,12,219.0
Banho,AQUISIÇÃO,1,96.0
Banho,AQUISIÇÃO,1,58.0
Banho,RENOVAÇÃO,1,112.0
Banho,AQUISIÇÃO,1,112.0
Banho,AQUISIÇÃO,1,46.0
Fisioterapia,AQUISIÇÃO,8,104.0
Acupuntura,AQUISIÇÃO,4,153.0
Banho,AQUISIÇÃO,1,117.0
Banho,AQUISIÇÃO,1,62.5
Banho,AQUISIÇÃO,1,62.5
Banho,AQUISIÇÃO,1,78.0
Fisioterapia,AQUISIÇÃO,8,138.0
Banho,AQUISIÇÃO,1,58.0
Banho,AQUISIÇÃO,1,53.0
Fisioterapia,AQUISIÇÃO,4,87.5
Banho,AQUISIÇÃO,1,72.0
Fisioterapia,AQUISIÇÃO,8,124.0
Banho,AQUISIÇÃO,1,82.5
Banho,AQUISIÇÃO,1,74.0
Banho,AQUISIÇÃO,1,82.5
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,2,96.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,64.0
Fisioterapia,AQUISIÇÃO,1,139.0
Fisioterapia,AQUISIÇÃO,1,145.0
Banho,AQUISIÇÃO,1,130.0
Fisioterapia,AQUISIÇÃO,1,177.0
Fisioterapia,AQUISIÇÃO,1,206.75
Acupuntura,AQUISIÇÃO,2,118.0
Banho,AQUISIÇÃO,1,155.0
Banho,AQUISIÇÃO,1,81.0
Banho,AQUISIÇÃO,1,81.0
Banho,AQUISIÇÃO,1,69.5
Banho,AQUISIÇÃO,1,102.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,1,98.0
Banho,RENOVAÇÃO,2,67.0
Banho,AQUISIÇÃO,2,67.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,89.0
Banho,AQUISIÇÃO,1,66.0
Banho,AQUISIÇÃO,1,58.0
Banho,AQUISIÇÃO,1,96.0
Banho,AQUISIÇÃO,1,52.0
Banho,AQUISIÇÃO,1,67.0
Banho,AQUISIÇÃO,1,154.0
Banho,AQUISIÇÃO,1,117.0
Banho,AQUISIÇÃO,2,69.5
Banho,RENOVAÇÃO,2,69.5
Banho,AQUISIÇÃO,1,63.5
Banho,AQUISIÇÃO,1,58.0
Banho,AQUISIÇÃO,6,52.0
Fisioterapia,AQUISIÇÃO,1,139.0
Acupuntura,AQUISIÇÃO,1,180.0
Acupuntura,AQUISIÇÃO,1,99.0
Acupuntura,AQUISIÇÃO,1,115.0
Acupuntura,AQUISIÇÃO,1,130.0
Banho,AQUISIÇÃO,2,54.4
Banho,RENOVAÇÃO,2,54.4
Banho,RENOVAÇÃO,4,93.0
Banho,AQUISIÇÃO,4,93.0
Banho,RENOVAÇÃO,4,93.0
Banho,RENOVAÇÃO,4,93.0
Fisioterapia,RENOVAÇÃO,4,170.0
Fisioterapia,AQUISIÇÃO,4,170.0
Banho,RENOVAÇÃO,2,72.0
Banho,AQUISIÇÃO,2,72.0
Banho,RENOVAÇÃO,2,72.0
Banho,RENOVAÇÃO,2,72.0
Banho,RENOVAÇÃO,2,72.0
Fisioterapia,AQUISIÇÃO,1,170.0
Acupuntura,AQUISIÇÃO,1,118.0
Banho,AQUISIÇÃO,1,63.5
Banho,AQUISIÇÃO,1,63.5
Banho,AQUISIÇÃO,1,63.5
Acupuntura,AQUISIÇÃO,2,99.0
Banho,RENOVAÇÃO,1,104.7
Banho,AQUISIÇÃO,1,104.7
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,67.25
Acupuntura,AQUISIÇÃO,1,118.0
Fisioterapia,AQUISIÇÃO,1,154.5
Banho,AQUISIÇÃO,1,74.0
Banho,RENOVAÇÃO,1,104.7
Banho,RENOVAÇÃO,1,104.7
Banho,RENOVAÇÃO,1,104.7
Banho,RENOVAÇÃO,1,104.7
Fisioterapia,AQUISIÇÃO,8,135.0
Fisioterapia,AQUISIÇÃO,8,186.0
Banho,AQUISIÇÃO,1,59.0
Banho,AQUISIÇÃO,1,109.9
Banho,AQUISIÇÃO,1,58.0
Banho,AQUISIÇÃO,1,56.0
Banho,AQUISIÇÃO,1,145.0
Banho,AQUISIÇÃO,1,43.0
Acupuntura,AQUISIÇÃO,1,106.0
Fisioterapia,AQUISIÇÃO,1,122.0
Acupuntura,AQUISIÇÃO,1,153.0
Fisioterapia,AQUISIÇÃO,1,155.0
Banho,AQUISIÇÃO,3,79.0
Fisioterapia,AQUISIÇÃO,4,160.0
Acupuntura,AQUISIÇÃO,4,118.0
Fisioterapia,AQUISIÇÃO,4,206.75
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,63.5
Banho,AQUISIÇÃO,1,63.0
Acupuntura,AQUISIÇÃO,1,106.0
Acupuntura,AQUISIÇÃO,1,101.0
Fisioterapia,AQUISIÇÃO,1,198.0
Banho,RENOVAÇÃO,1,79.0
Banho,RENOVAÇÃO,1,79.0
Fisioterapia,AQUISIÇÃO,1,162.0
Banho,AQUISIÇÃO,1,67.0
Banho,AQUISIÇÃO,1,43.0
Banho,AQUISIÇÃO,1,59.9
Banho,AQUISIÇÃO,1,61.2
Fisioterapia,AQUISIÇÃO,1,118.0
Banho,AQUISIÇÃO,1,98.0
Banho,RENOVAÇÃO,1,43.0
Banho,RENOVAÇÃO,1,43.0
Banho,AQUISIÇÃO,1,57.0
Fisioterapia,AQUISIÇÃO,1,149.0
Banho,AQUISIÇÃO,2,62.0
Banho,AQUISIÇÃO,2,89.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,66.0
Banho,AQUISIÇÃO,1,52.0
Banho,AQUISIÇÃO,1,58.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,78.0
Fisioterapia,AQUISIÇÃO,1,101.0
Banho,AQUISIÇÃO,1,66.0
Banho,RENOVAÇÃO,1,66.0
Banho,RENOVAÇÃO,1,66.0
Banho,RENOVAÇÃO,1,66.0
Banho,RENOVAÇÃO,1,66.0
Fisioterapia,AQUISIÇÃO,1,149.0
Fisioterapia,AQUISIÇÃO,1,219.0
Banho,AQUISIÇÃO,1,76.0
Acupuntura,AQUISIÇÃO,4,107.0
Fisioterapia,AQUISIÇÃO,1,219.0
Fisioterapia,AQUISIÇÃO,8,139.0
Fisioterapia,RENOVAÇÃO,4,145.0
Fisioterapia,RENOVAÇÃO,4,145.0
Fisioterapia,RENOVAÇÃO,4,145.0
Fisioterapia,RENOVAÇÃO,4,145.0
Fisioterapia,AQUISIÇÃO,4,145.0
Fisioterapia,AQUISIÇÃO,4,131.5
Banho,AQUISIÇÃO,2,116.0
Banho,AQUISIÇÃO,2,78.0
Banho,RENOVAÇÃO,2,78.0
Banho,AQUISIÇÃO,2,61.6
Banho,RENOVAÇÃO,2,61.6
Banho,RENOVAÇÃO,2,61.6
Banho,AQUISIÇÃO,1,74.0
Banho,RENOVAÇÃO,1,57.0
Banho,RENOVAÇÃO,1,57.0
Banho,AQUISIÇÃO,1,57.0
Banho,RENOVAÇÃO,1,57.0
Banho,RENOVAÇÃO,1,57.0
Fisioterapia,AQUISIÇÃO,1,101.0
Fisioterapia,AQUISIÇÃO,1,206.75
Fisioterapia,AQUISIÇÃO,1,155.0
Fisioterapia,AQUISIÇÃO,1,177.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,113.85
Banho,AQUISIÇÃO,1,113.85
Banho,AQUISIÇÃO,1,37.0
Banho,AQUISIÇÃO,1,67.0
Banho,AQUISIÇÃO,1,78.65
Fisioterapia,AQUISIÇÃO,4,123.0
Acupuntura,AQUISIÇÃO,1,87.5
Fisioterapia,AQUISIÇÃO,4,123.0
Acupuntura,AQUISIÇÃO,4,101.0
Fisioterapia,AQUISIÇÃO,4,123.0
Fisioterapia,AQUISIÇÃO,8,206.75
Banho,AQUISIÇÃO,1,79.2
Banho,AQUISIÇÃO,1,99.0
Fisioterapia,AQUISIÇÃO,1,138.0
Banho,AQUISIÇÃO,1,115.0
Fisioterapia,AQUISIÇÃO,12,198.0
Banho,RENOVAÇÃO,1,187.0
Banho,AQUISIÇÃO,1,187.0
Banho,RENOVAÇÃO,1,187.0
Banho,AQUISIÇÃO,1,62.5
Banho,AQUISIÇÃO,1,62.5
Banho,AQUISIÇÃO,1,114.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,77.0
Banho,AQUISIÇÃO,1,77.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,82.0
Banho,AQUISIÇÃO,1,96.0
Banho,AQUISIÇÃO,1,35.0
Acupuntura,AQUISIÇÃO,4,130.0
Fisioterapia,AQUISIÇÃO,1,175.0
Banho,AQUISIÇÃO,1,115.0
Banho,AQUISIÇÃO,1,82.0
Banho,RENOVAÇÃO,2,93.0
Banho,AQUISIÇÃO,2,93.0
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,1,69.0
Banho,AQUISIÇÃO,1,187.0
Banho,AQUISIÇÃO,1,47.0
Banho,AQUISIÇÃO,1,62.0
Fisioterapia,AQUISIÇÃO,1,96.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,53.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,52.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,1,59.0
Banho,AQUISIÇÃO,1,82.0
Fisioterapia,AQUISIÇÃO,1,138.0
Fisioterapia,AQUISIÇÃO,6,118.0
Fisioterapia,AQUISIÇÃO,8,122.0
Banho,AQUISIÇÃO,2,53.0
Banho,AQUISIÇÃO,1,99.0
Banho,AQUISIÇÃO,1,104.0
Banho,AQUISIÇÃO,1,104.0
Acupuntura,AQUISIÇÃO,1,156.0
Banho,AQUISIÇÃO,1,91.0
Fisioterapia,AQUISIÇÃO,12,177.0
Banho,AQUISIÇÃO,1,47.0
Acupuntura,AQUISIÇÃO,1,115.0
Fisioterapia,AQUISIÇÃO,1,123.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,63.5
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,79.2
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,1,35.0
Acupuntura,AQUISIÇÃO,1,145.0
Banho,AQUISIÇÃO,2,136.0
Banho,AQUISIÇÃO,1,69.5
Banho,AQUISIÇÃO,1,63.5
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,59.9
Banho,AQUISIÇÃO,1,136.0
Fisioterapia,RENOVAÇÃO,8,219.0
Fisioterapia,AQUISIÇÃO,8,219.0
Banho,RENOVAÇÃO,1,160.0
Banho,AQUISIÇÃO,1,160.0
Banho,RENOVAÇÃO,1,160.0
Fisioterapia,AQUISIÇÃO,2,177.0
Banho,RENOVAÇÃO,2,43.0
Banho,RENOVAÇÃO,2,43.0
Banho,AQUISIÇÃO,2,43.0
Banho,RENOVAÇÃO,2,43.0
Banho,RENOVAÇÃO,2,43.0
Banho,AQUISIÇÃO,1,82.0
Banho,RENOVAÇÃO,1,74.0
Banho,AQUISIÇÃO,1,74.0
Banho,RENOVAÇÃO,1,74.0
Fisioterapia,AQUISIÇÃO,1,177.0
Fisioterapia,AQUISIÇÃO,1,154.0
Banho,AQUISIÇÃO,1,61.6
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,63.5
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,92.0
Banho,RENOVAÇÃO,1,119.0
Banho,RENOVAÇÃO,2,78.65
Banho,AQUISIÇÃO,1,82.5
Banho,AQUISIÇÃO,1,119.0
Banho,RENOVAÇÃO,1,119.0
Banho,RENOVAÇÃO,2,78.65
Banho,AQUISIÇÃO,2,78.65
Acupuntura,AQUISIÇÃO,1,101.0
Fisioterapia,AQUISIÇÃO,1,118.0
Acupuntura,AQUISIÇÃO,2,101.0
Banho,RENOVAÇÃO,1,82.5
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,69.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,93.0
Fisioterapia,AQUISIÇÃO,1,153.0
Acupuntura,AQUISIÇÃO,4,186.0
Fisioterapia,AQUISIÇÃO,4,170.0
Banho,AQUISIÇÃO,2,35.0
Acupuntura,AQUISIÇÃO,4,186.0
Acupuntura,AQUISIÇÃO,4,186.0
Fisioterapia,AQUISIÇÃO,4,139.0
Fisioterapia,AQUISIÇÃO,4,127.5
Fisioterapia,AQUISIÇÃO,1,124.0
Fisioterapia,AQUISIÇÃO,2,149.0
Banho,AQUISIÇÃO,1,96.0
Banho,AQUISIÇÃO,1,82.0
Banho,AQUISIÇÃO,1,52.0
Banho,AQUISIÇÃO,1,52.0
Banho,AQUISIÇÃO,1,52.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,1,69.0
Fisioterapia,AQUISIÇÃO,7,139.0
Banho,RENOVAÇÃO,4,99.0
Banho,AQUISIÇÃO,4,99.0
Banho,RENOVAÇÃO,4,99.0
Banho,RENOVAÇÃO,4,99.0
Banho,RENOVAÇÃO,4,99.0
Fisioterapia,RENOVAÇÃO,4,131.5
Fisioterapia,AQUISIÇÃO,4,131.5
Fisioterapia,RENOVAÇÃO,4,131.5
Fisioterapia,RENOVAÇÃO,4,131.5
Banho,AQUISIÇÃO,1,63.0
Fisioterapia,AQUISIÇÃO,2,160.0
Fisioterapia,RENOVAÇÃO,2,160.0
Acupuntura,AQUISIÇÃO,1,180.0
Banho,AQUISIÇÃO,1,59.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,113.85
Banho,RENOVAÇÃO,2,160.0
Banho,AQUISIÇÃO,2,43.0
Banho,AQUISIÇÃO,1,175.0
Banho,AQUISIÇÃO,2,160.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,62.5
Banho,AQUISIÇÃO,1,99.0
Acupuntura,AQUISIÇÃO,1,134.0
Banho,AQUISIÇÃO,1,89.0
Banho,AQUISIÇÃO,1,62.5
Banho,AQUISIÇÃO,1,62.5
Fisioterapia,AQUISIÇÃO,1,138.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,89.9
Fisioterapia,AQUISIÇÃO,1,138.0
Acupuntura,AQUISIÇÃO,1,130.0
Banho,AQUISIÇÃO,1,59.0
Fisioterapia,AQUISIÇÃO,2,160.0
Fisioterapia,RENOVAÇÃO,2,160.0
Fisioterapia,RENOVAÇÃO,2,160.0
Fisioterapia,RENOVAÇÃO,2,160.0
Banho,AQUISIÇÃO,1,64.0
Banho,AQUISIÇÃO,1,64.0
Fisioterapia,AQUISIÇÃO,2,112.0
Acupuntura,AQUISIÇÃO,1,112.0
Banho,AQUISIÇÃO,1,63.5
Banho,AQUISIÇÃO,1,187.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,2,69.0
Fisioterapia,AQUISIÇÃO,4,177.0
Banho,RENOVAÇÃO,1,46.0
Banho,AQUISIÇÃO,1,46.0
Banho,RENOVAÇÃO,1,46.0
Banho,AQUISIÇÃO,1,78.65
Fisioterapia,AQUISIÇÃO,1,124.0
Fisioterapia,AQUISIÇÃO,1,177.0
Fisioterapia,AQUISIÇÃO,2,177.0
Fisioterapia,RENOVAÇÃO,8,101.0
Fisioterapia,AQUISIÇÃO,8,101.0
Acupuntura,AQUISIÇÃO,2,115.0
Fisioterapia,AQUISIÇÃO,2,124.0
Banho,AQUISIÇÃO,1,35.0
Fisioterapia,AQUISIÇÃO,1,123.0
Banho,AQUISIÇÃO,1,64.0
Fisioterapia,AQUISIÇÃO,1,138.0
Banho,AQUISIÇÃO,1,114.0
Acupuntura,AQUISIÇÃO,3,132.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,35.0
Banho,AQUISIÇÃO,2,97.0
Banho,AQUISIÇÃO,1,119.0
Fisioterapia,AQUISIÇÃO,2,145.0
Fisioterapia,AQUISIÇÃO,2,124.0
Fisioterapia,RENOVAÇÃO,2,124.0
Banho,AQUISIÇÃO,1,59.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,57.0
Banho,AQUISIÇÃO,1,57.0
Acupuntura,AQUISIÇÃO,1,118.0
Banho,AQUISIÇÃO,2,35.0
Banho,AQUISIÇÃO,1,97.0
Acupuntura,AQUISIÇÃO,1,84.0
Banho,AQUISIÇÃO,1,93.0
Banho,AQUISIÇÃO,1,61.6
Banho,AQUISIÇÃO,1,64.0
Acupuntura,AQUISIÇÃO,1,96.0
Fisioterapia,AQUISIÇÃO,1,96.0
Acupuntura,AQUISIÇÃO,1,106.0
Acupuntura,AQUISIÇÃO,1,117.0
Banho,AQUISIÇÃO,1,130.0
Fisioterapia,AQUISIÇÃO,1,177.0
Fisioterapia,AQUISIÇÃO,1,186.0
Fisioterapia,AQUISIÇÃO,1,138.0
Fisioterapia,AQUISIÇÃO,4,136.0
Fisioterapia,AQUISIÇÃO,4,198.0
Banho,AQUISIÇÃO,1,63.5
Fisioterapia,AQUISIÇÃO,1,153.0
Acupuntura,AQUISIÇÃO,2,106.0
Banho,AQUISIÇÃO,1,104.7
Banho,AQUISIÇÃO,1,104.7
Fisioterapia,AQUISIÇÃO,1,160.0
Fisioterapia,AQUISIÇÃO,4,198.0
Banho,AQUISIÇÃO,1,102.0
Fisioterapia,AQUISIÇÃO,1,139.0
Banho,AQUISIÇÃO,1,5.01
Banho,AQUISIÇÃO,1,300.0
Banho,AQUISIÇÃO,1,52.0
Fisioterapia,AQUISIÇÃO,1,104.0
Fisioterapia,AQUISIÇÃO,1,118.0
Acupuntura,AQUISIÇÃO,1,145.0
Fisioterapia,AQUISIÇÃO,1,177.0
Banho,AQUISIÇÃO,1,83.0
Banho,RENOVAÇÃO,1,83.0
Banho,RENOVAÇÃO,1,83.0
Banho,RENOVAÇÃO,1,83.0
Banho,RENOVAÇÃO,1,83.0
Fisioterapia,AQUISIÇÃO,6,138.0
Fisioterapia,AQUISIÇÃO,8,206.75
Banho,AQUISIÇÃO,1,69.0
Banho,AQUISIÇÃO,1,43.0
Acupuntura,AQUISIÇÃO,1,96.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,87.0
Banho,AQUISIÇÃO,2,93.0
Banho,RENOVAÇÃO,2,93.0
Banho,AQUISIÇÃO,1,98.0
Fisioterapia,AQUISIÇÃO,2,206.75
Banho,AQUISIÇÃO,2,89.9
Banho,AQUISIÇÃO,2,89.9
Banho,AQUISIÇÃO,2,89.9
Banho,AQUISIÇÃO,6,59.9
Banho,AQUISIÇÃO,1,46.0
Banho,RENOVAÇÃO,2,59.0
Banho,AQUISIÇÃO,1,78.0
Banho,AQUISIÇÃO,1,78.5
Banho,RENOVAÇÃO,2,59.0
Banho,AQUISIÇÃO,1,56.25
Banho,AQUISIÇÃO,1,56.25
Fisioterapia,AQUISIÇÃO,1,219.0
Banho,AQUISIÇÃO,2,59.0
Acupuntura,AQUISIÇÃO,1,96.0
Banho,AQUISIÇÃO,1,135.0
Banho,AQUISIÇÃO,1,67.0
Fisioterapia,AQUISIÇÃO,1,131.5
Banho,RENOVAÇÃO,3,10.0
Banho,AQUISIÇÃO,3,10.0
Acupuntura,AQUISIÇÃO,1,87.5
Banho,RENOVAÇÃO,1,43.0
Banho,RENOVAÇÃO,1,43.0
Banho,RENOVAÇÃO,1,43.0
Banho,RENOVAÇÃO,1,43.0
Banho,RENOVAÇÃO,1,43.0
Banho,AQUISIÇÃO,1,43.0
Banho,RENOVAÇÃO,1,43.0
Banho,RENOVAÇÃO,1,43.0
Acupuntura,AQUISIÇÃO,1,107.0
Fisioterapia,AQUISIÇÃO,2,198.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,79.0
Banho,AQUISIÇÃO,1,79.0
Fisioterapia,AQUISIÇÃO,1,198.0
Fisioterapia,AQUISIÇÃO,1,198.0
Banho,AQUISIÇÃO,1,63.5
Banho,RENOVAÇÃO,1,58.0
Banho,RENOVAÇÃO,1,43.0
Banho,RENOVAÇÃO,1,58.0
Banho,RENOVAÇÃO,1,58.0
Banho,AQUISIÇÃO,1,43.0
Banho,AQUISIÇÃO,1,58.0
Banho,AQUISIÇÃO,1,58.0
Banho,AQUISIÇÃO,1,58.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,1,46.0
Banho,AQUISIÇÃO,2,59.0
Fisioterapia,AQUISIÇÃO,1,118.0
Fisioterapia,AQUISIÇÃO,1,132.0
Fisioterapia,AQUISIÇÃO,8,96.0
Fisioterapia,AQUISIÇÃO,4,123.0
Acupuntura,AQUISIÇÃO,8,107.0
Fisioterapia,AQUISIÇÃO,1,127.5
Fisioterapia,AQUISIÇÃO,12,170.0
Banho,AQUISIÇÃO,1,115.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,63.0
Fisioterapia,AQUISIÇÃO,1,124.0
Banho,RENOVAÇÃO,2,57.0
Banho,RENOVAÇÃO,2,57.0
Banho,RENOVAÇÃO,2,57.0
Banho,RENOVAÇÃO,2,57.0
Banho,RENOVAÇÃO,2,57.0
Banho,AQUISIÇÃO,2,57.0
Banho,RENOVAÇÃO,2,57.0
Banho,RENOVAÇÃO,2,57.0
Banho,AQUISIÇÃO,1,62.0
Banho,AQUISIÇÃO,1,62.0
Banho,RENOVAÇÃO,2,59.0
Banho,RENOVAÇÃO,2,59.0
Banho,RENOVAÇÃO,2,59.0
Banho,RENOVAÇÃO,2,59.0
Banho,RENOVAÇÃO,2,59.0
Banho,RENOVAÇÃO,2,59.0
Banho,AQUISIÇÃO,2,59.0
Banho,RENOVAÇÃO,2,59.0
Banho,AQUISIÇÃO,2,63.5
Banho,AQUISIÇÃO,1,62.0
Acupuntura,AQUISIÇÃO,1,84.0
Acupuntura,AQUISIÇÃO,1,84.0
Banho,AQUISIÇÃO,1,63.0
Banho,AQUISIÇÃO,1,93.0
Fisioterapia,AQUISIÇÃO,1,104.0
Fisioterapia,AQUISIÇÃO,1,96.0
Fisioterapia,AQUISIÇÃO,1,123.0
Fisioterapia,AQUISIÇÃO,1,177.0
Acupuntura,AQUISIÇÃO,1,107.0
Fisioterapia,AQUISIÇÃO,5,139.0
Banho,RENOVAÇÃO,1,74.0
Banho,AQUISIÇÃO,1,74.0
Banho,RENOVAÇÃO,1,74.0
Banho,RENOVAÇÃO,1,74.0
Banho,RENOVAÇÃO,1,74.0
